image_id,shape,light_azimuth_deg,light_elevation_deg,sin_azimuth,cos_azimuth
Sphere_new_000660,Sphere,82.2,44.0,0.9907478404714436,0.1357155724343044
Sphere_new_000661,Sphere,59.9,54.9,0.8651514205697045,0.5015107371594574
Sphere_new_000662,Sphere,38.2,51.9,0.6184083953575542,0.7858568931754019
Sphere_new_000663,Sphere,194.0,34.2,-0.2419218955996675,-0.9702957262759965
Sphere_new_000664,Sphere,106.3,33.0,0.9598052919751869,-0.28066670892078777
Sphere_new_000665,Sphere,11.3,73.5,0.19594614424251772,0.980614658546613
Sphere_new_000666,Sphere,29.8,55.2,0.49697396102755537,0.8677654533689284
Sphere_new_000667,Sphere,277.4,30.3,-0.9916711623830905,0.12879559657756257
Sphere_new_000668,Sphere,320.3,30.1,-0.6387678175155975,0.7693995550468952
Sphere_new_000669,Sphere,219.1,49.5,-0.6306758074312863,-0.7760464070665459
Sphere_new_000670,Sphere,317.0,31.3,-0.6819983600624983,0.7313537016191707
Sphere_new_000671,Sphere,359.0,57.6,-0.01745240643728356,0.9998476951563913
Sphere_new_000672,Sphere,116.6,42.3,0.8941542368393682,-0.4477590878387696
Sphere_new_000673,Sphere,160.1,50.8,0.3403795502130504,-0.9402881270104189
Sphere_new_000674,Sphere,158.8,74.6,0.3616245700820921,-0.9323238012155123
Sphere_new_000675,Sphere,278.5,62.2,-0.9890158633619168,0.14780941112961096
Sphere_new_000676,Sphere,36.8,37.7,0.5990235985155858,0.8007313709487335
Sphere_new_000677,Sphere,310.0,36.5,-0.7660444431189781,0.6427876096865393
Sphere_new_000678,Sphere,350.4,62.2,-0.16676874671610273,0.9859960370705049
Sphere_new_000679,Sphere,62.1,45.3,0.8837656300886935,0.46792981426057334
Sphere_new_000680,Sphere,126.7,48.3,0.801775644243754,-0.5976251469755212
Sphere_new_000681,Sphere,95.5,74.1,0.9953961983671789,-0.09584575252022395
Sphere_new_000682,Sphere,310.1,70.8,-0.7649214009184314,0.644123629761387
Sphere_new_000683,Sphere,303.6,54.6,-0.8329212407100991,0.5533915492433445
Sphere_new_000684,Sphere,17.1,49.3,0.294040325232304,0.9557930147983301
Sphere_new_000685,Sphere,137.2,45.4,0.6794413042615167,-0.7337298645028763
Sphere_new_000686,Sphere,322.8,51.5,-0.6045991148623747,0.7965299180241964
Sphere_new_000687,Sphere,160.7,53.2,0.3305143927132231,-0.9438009515832294
Sphere_new_000688,Sphere,358.1,36.8,-0.03315517838852624,0.9994502159417572
Sphere_new_000689,Sphere,187.7,30.2,-0.13398618541829202,-0.9909831997148363
Sphere_new_000690,Sphere,66.1,34.6,0.9142539552342637,0.4051415867798626
Sphere_new_000691,Sphere,277.2,58.2,-0.9921147013144779,0.12533323356430423
Sphere_new_000692,Sphere,91.8,49.4,0.9995065603657316,-0.03141075907812828
Sphere_new_000693,Sphere,67.0,48.5,0.9205048534524404,0.3907311284892737
Sphere_new_000694,Sphere,303.7,67.3,-0.8319541221304828,0.554844427447999
Sphere_new_000695,Sphere,333.6,40.7,-0.44463517918492745,0.8957117602394129
Sphere_new_000696,Sphere,320.7,65.9,-0.6333808726275503,0.773840209726506
Sphere_new_000697,Sphere,128.7,53.9,0.7804304073383299,-0.6252426563357049
Sphere_new_000698,Sphere,239.3,65.2,-0.8598522715968736,-0.5105429179116054
Sphere_new_000699,Sphere,69.5,40.2,0.9366721892483976,0.35020738125946743
Sphere_new_000700,Sphere,334.4,42.6,-0.4320857488019831,0.9018325264051135
Sphere_new_000701,Sphere,355.8,68.3,-0.07323819712763181,0.9973144772244581
Sphere_new_000702,Sphere,19.0,64.2,0.3255681544571567,0.9455185755993168
Sphere_new_000703,Sphere,124.4,33.4,0.8251134982782952,-0.5649670034249379
Sphere_new_000704,Sphere,294.9,72.3,-0.9070440142914652,0.42103581336749046
Sphere_new_000705,Sphere,137.1,54.9,0.6807208689589179,-0.7325428987873787
Sphere_new_000706,Sphere,228.7,70.1,-0.7512641335035111,-0.6600016679609368
Sphere_new_000707,Sphere,184.2,42.7,-0.07323819712763145,-0.9973144772244581
Sphere_new_000708,Sphere,123.0,61.6,0.8386705679454239,-0.5446390350150271
Sphere_new_000709,Sphere,188.1,69.5,-0.1409012319375826,-0.9900236577165575
Sphere_new_000710,Sphere,194.7,61.0,-0.25375794458480555,-0.9672677527758768
Sphere_new_000711,Sphere,356.6,37.9,-0.05930637357596173,0.9982398279237653
Sphere_new_000712,Sphere,172.5,51.1,0.13052619222005157,-0.9914448613738104
Sphere_new_000713,Sphere,76.0,54.8,0.9702957262759965,0.24192189559966767
Sphere_new_000714,Sphere,95.3,73.8,0.9957246981845821,-0.09237058744656154
Sphere_new_000715,Sphere,197.1,52.5,-0.2940403252323039,-0.9557930147983301
Sphere_new_000716,Sphere,84.6,66.3,0.99556196460308,0.0941083133185145
Sphere_new_000717,Sphere,197.4,39.6,-0.2990407922560867,-0.9542403285162768
Sphere_new_000718,Sphere,197.9,32.3,-0.30735661779980705,-0.9515944038794382
Sphere_new_000719,Sphere,5.1,34.0,0.08889429686644151,0.9960410654107695
Sphere_new_000720,Sphere,123.9,49.4,0.8300122850953675,-0.5577451089796901
Sphere_new_000721,Sphere,245.4,71.7,-0.9092361090470685,-0.41628079226040127
Sphere_new_000722,Sphere,248.6,60.2,-0.9310558158625283,-0.3648767843376197
Sphere_new_000723,Sphere,207.0,31.6,-0.4539904997395467,-0.8910065241883679
Sphere_new_000724,Sphere,40.1,63.4,0.6441236297613865,0.7649214009184319
Sphere_new_000725,Sphere,0.3,56.0,0.00523596383141958,0.9999862922474267
Sphere_new_000726,Sphere,118.7,60.9,0.8771461637055888,-0.48022349744318876
Sphere_new_000727,Sphere,276.9,34.7,-0.9927573419294456,0.12013683883464653
Sphere_new_000728,Sphere,121.9,64.0,0.8489716876291415,-0.528438334722347
Sphere_new_000729,Sphere,119.5,61.2,0.8703556959398997,-0.492423560103467
Sphere_new_000730,Sphere,36.2,70.1,0.5906056676199254,0.8069603121438019
Sphere_new_000731,Sphere,27.0,48.7,0.45399049973954675,0.8910065241883679
Sphere_new_000732,Sphere,151.1,55.9,0.4832823832550026,-0.8754645270000178
Sphere_new_000733,Sphere,341.3,68.8,-0.3206129905856758,0.947210277746029
Sphere_new_000734,Sphere,263.3,31.6,-0.993170649538486,-0.11667073709933318
Sphere_new_000735,Sphere,332.5,64.5,-0.46174861323503363,0.8870108331782218
Sphere_new_000736,Sphere,49.1,71.2,0.7558534691676395,0.6547408137173397
Sphere_new_000737,Sphere,104.9,55.2,0.9663760793213293,-0.25713279315469617
Sphere_new_000738,Sphere,17.4,47.7,0.29904079225608665,0.9542403285162769
Sphere_new_000739,Sphere,125.8,47.1,0.8110638189893266,-0.5849576749872155
Sphere_new_000740,Sphere,53.4,40.0,0.8028174751911145,0.5962248749656158
Sphere_new_000741,Sphere,88.8,50.0,0.9997806834748455,0.02094241988335705
Sphere_new_000742,Sphere,169.9,61.4,0.17536672609198692,-0.9845031799744367
Sphere_new_000743,Sphere,142.8,50.0,0.6045991148623746,-0.7965299180241965
Sphere_new_000744,Sphere,137.6,32.6,0.6743023875837236,-0.7384553406258836
Sphere_new_000745,Sphere,119.3,62.5,0.8720692724321205,-0.4893824517488463
Sphere_new_000746,Sphere,338.2,73.2,-0.37136783555023534,0.9284858268809133
Sphere_new_000747,Sphere,333.7,34.4,-0.4430711908241798,0.8964864303834404
Sphere_new_000748,Sphere,127.7,62.5,0.7912235329674902,-0.611527040185831
Sphere_new_000749,Sphere,351.2,38.0,-0.15298583628403853,0.9882283814465528
Sphere_new_000750,Sphere,75.9,42.0,0.9698720152847469,0.24361501178602238
Sphere_new_000751,Sphere,126.4,73.2,0.8048937973559142,-0.5934188866037013
Sphere_new_000752,Sphere,274.0,71.2,-0.9975640502598243,0.06975647374412522
Sphere_new_000753,Sphere,315.0,51.7,-0.7071067811865477,0.7071067811865474
Sphere_new_000754,Sphere,173.9,68.4,0.10626407133623336,-0.9943379441332046
Sphere_new_000755,Sphere,12.5,55.7,0.21643961393810288,0.9762960071199334
Sphere_new_000756,Sphere,17.1,46.7,0.294040325232304,0.9557930147983301
Sphere_new_000757,Sphere,223.4,35.9,-0.6870875108044232,-0.7265746709709757
Sphere_new_000758,Sphere,5.8,55.5,0.10105629718294634,0.9948807088287882
Sphere_new_000759,Sphere,29.0,34.7,0.48480962024633706,0.8746197071393957
Sphere_new_000760,Sphere,43.1,59.2,0.6832737736807992,0.7301622766207523
Sphere_new_000761,Sphere,60.5,53.6,0.8703556959398997,0.4924235601034671
Sphere_new_000762,Sphere,28.1,33.2,0.47101188121941,0.8821268660176678
Sphere_new_000763,Sphere,284.3,53.3,-0.9690157314068695,0.24699901272274316
Sphere_new_000764,Sphere,174.2,50.8,0.10105629718294638,-0.9948807088287882
Sphere_new_000765,Sphere,32.9,50.1,0.5431744499506707,0.8396198645344132
Sphere_new_000766,Sphere,43.9,70.4,0.693401828275813,0.7205511116803305
Sphere_new_000767,Sphere,104.2,41.5,0.9694453498951389,-0.24530738587880263
Sphere_new_000768,Sphere,76.8,35.8,0.9735789028731602,0.22835087011065588
Sphere_new_000769,Sphere,211.0,38.2,-0.5150380749100542,-0.8571673007021123
Sphere_new_000770,Sphere,349.5,44.6,-0.18223552549214783,0.9832549075639545
Sphere_new_000771,Sphere,103.5,45.2,0.9723699203976767,-0.23344536385590534
Sphere_new_000772,Sphere,295.0,35.9,-0.9063077870366499,0.4226182617406996
Sphere_new_000773,Sphere,78.8,35.6,0.9809551553491915,0.1942343512199721
Sphere_new_000774,Sphere,57.3,63.5,0.8415107819453062,0.5402403204776551
Sphere_new_000775,Sphere,99.7,33.6,0.9857034690888535,-0.16848937956500265
Sphere_new_000776,Sphere,327.0,49.2,-0.544639035015027,0.838670567945424
Sphere_new_000777,Sphere,158.2,66.4,0.3713678355502352,-0.9284858268809134
Sphere_new_000778,Sphere,4.6,62.7,0.08019892432885892,0.9967788784562471
Sphere_new_000779,Sphere,356.2,57.6,-0.0662739004000007,0.99780146829205
Sphere_new_000780,Sphere,62.0,49.9,0.8829475928589269,0.46947156278589086
Sphere_new_000781,Sphere,188.9,69.8,-0.15471038629946807,-0.9879598657693891
Sphere_new_000782,Sphere,232.7,56.7,-0.7954734808548956,-0.6059884002657114
Sphere_new_000783,Sphere,233.3,47.2,-0.8017756442437538,-0.5976251469755214
Sphere_new_000784,Sphere,241.7,61.4,-0.8804773535091617,-0.47408820904711674
Sphere_new_000785,Sphere,196.1,38.2,-0.27731465330237753,-0.9607791541575942
Sphere_new_000786,Sphere,23.6,72.0,0.40034903255689497,0.9163627295622396
Sphere_new_000787,Sphere,325.9,35.2,-0.5606389945632422,0.8280603346224942
Sphere_new_000788,Sphere,216.2,72.7,-0.5906056676199251,-0.8069603121438021
Sphere_new_000789,Sphere,227.1,65.8,-0.7325428987873787,-0.6807208689589179
Sphere_new_000790,Sphere,153.3,43.9,0.4493189986158966,-0.8933713883278376
Sphere_new_000791,Sphere,326.1,56.0,-0.55774510897969,0.8300122850953675
Sphere_new_000792,Sphere,146.8,72.2,0.5475632234925503,-0.8367643134589616
Sphere_new_000793,Sphere,273.6,58.7,-0.9980267284282716,0.06279051952931372
Sphere_new_000794,Sphere,123.7,61.6,0.8319541221304825,-0.5548444274479994
Sphere_new_000795,Sphere,311.7,32.7,-0.7466381822853915,0.6652303546543606
Sphere_new_000796,Sphere,33.6,65.5,0.5533915492433441,0.8329212407100994
Sphere_new_000797,Sphere,103.6,49.7,0.9719610005785463,-0.23514211310258984
Sphere_new_000798,Sphere,16.2,57.2,0.2789911060392293,0.9602936856769431
Sphere_new_000799,Sphere,170.0,55.7,0.17364817766693028,-0.984807753012208
Sphere_new_000800,Sphere,73.5,42.1,0.958819734868193,0.28401534470392276
Sphere_new_000801,Sphere,254.2,30.9,-0.9622179935292854,-0.27228024704057424
Sphere_new_000802,Sphere,106.1,64.9,0.9607791541575942,-0.2773146533023776
Sphere_new_000803,Sphere,6.3,37.4,0.10973431109104527,0.9939609554551797
Sphere_new_000804,Sphere,179.7,31.8,0.005235963831419821,-0.9999862922474267
Sphere_new_000805,Sphere,298.7,38.3,-0.8771461637055888,0.4802234974431887
Sphere_new_000806,Sphere,269.1,68.2,-0.9998766324816606,-0.01570731731182077
Sphere_new_000807,Sphere,32.1,33.4,0.5313985795180829,0.8471219213821372
Sphere_new_000808,Sphere,74.6,69.9,0.9640954042341101,0.265556117486809
Sphere_new_000809,Sphere,68.0,72.7,0.9271838545667874,0.37460659341591196
Sphere_new_000810,Sphere,251.9,72.6,-0.9505157316277837,-0.31067642963073183
Sphere_new_000811,Sphere,242.9,69.4,-0.8902128046111265,-0.4555449072335156
Sphere_new_000812,Sphere,210.4,66.5,-0.506033764121164,-0.8625136692072574
Sphere_new_000813,Sphere,178.4,69.1,0.02792163872356904,-0.9996101150403544
Sphere_new_000814,Sphere,88.9,32.4,0.9998157121216442,0.01919744239968964
Sphere_new_000815,Sphere,222.6,68.7,-0.6768759696826606,-0.7360970871197344
Sphere_new_000816,Sphere,171.8,59.3,0.1426289337055113,-0.989776230907789
Sphere_new_000817,Sphere,142.7,47.6,0.6059884002657114,-0.7954734808548956
Sphere_new_000818,Sphere,34.4,51.3,0.5649670034249379,0.8251134982782952
Sphere_new_000819,Sphere,29.2,34.0,0.4878596591387327,0.8729220772698096
Sphere_new_000820,Sphere,206.0,71.6,-0.43837114678907746,-0.8987940462991669
Sphere_new_000821,Sphere,118.7,65.7,0.8771461637055888,-0.48022349744318876
Sphere_new_000822,Sphere,101.9,59.8,0.9785089851017784,-0.20620418539662974
Sphere_new_000823,Sphere,343.4,32.7,-0.2856883674049744,0.958322574465133
Sphere_new_000824,Sphere,75.8,42.8,0.9694453498951389,0.24530738587880274
Sphere_new_000825,Sphere,146.8,55.3,0.5475632234925503,-0.8367643134589616
Sphere_new_000826,Sphere,52.8,39.9,0.7965299180241963,0.6045991148623749
Sphere_new_000827,Sphere,159.6,67.4,0.34857204732181535,-0.9372819894918915
Sphere_new_000828,Sphere,169.8,32.5,0.177084740319583,-0.984195607969242
Sphere_new_000829,Sphere,215.5,34.4,-0.5807029557109398,-0.8141155183563192
Sphere_new_000830,Sphere,121.0,35.7,0.8571673007021123,-0.5150380749100543
Sphere_new_000831,Sphere,298.5,43.8,-0.8788171126619654,0.47715876025960835
Sphere_new_000832,Sphere,14.7,67.2,0.2537579445848056,0.9672677527758768
Sphere_new_000833,Sphere,130.6,37.6,0.7592713073348809,-0.6507742172658508
Sphere_new_000834,Sphere,276.0,53.1,-0.9945218953682734,0.10452846326765299
Sphere_new_000835,Sphere,172.2,57.2,0.13571557243430446,-0.9907478404714436
Sphere_new_000836,Sphere,248.7,31.6,-0.9316912275855489,-0.36325123047297847
Sphere_new_000837,Sphere,5.9,40.1,0.10279253678724681,0.9947028171171742
Sphere_new_000838,Sphere,186.0,53.8,-0.1045284632676535,-0.9945218953682733
Sphere_new_000839,Sphere,315.5,52.4,-0.7009092642998508,0.7132504491541817
Sphere_new_000840,Sphere,309.4,46.9,-0.7727335734973513,0.6347305132022674
Sphere_new_000841,Sphere,17.9,39.0,0.30735661779980705,0.9515944038794382
Sphere_new_000842,Sphere,327.0,31.9,-0.544639035015027,0.838670567945424
Sphere_new_000843,Sphere,186.7,40.0,-0.11667073709933287,-0.9931706495384861
Sphere_new_000844,Sphere,185.9,64.0,-0.10279253678724694,-0.9947028171171742
Sphere_new_000845,Sphere,349.5,71.9,-0.18223552549214783,0.9832549075639545
Sphere_new_000846,Sphere,44.6,45.8,0.7021530529951624,0.7120260459909965
Sphere_new_000847,Sphere,106.4,52.2,0.9593139745400575,-0.28234145684287654
Sphere_new_000848,Sphere,336.2,49.8,-0.40354529635239017,0.9149596678498247
Sphere_new_000849,Sphere,127.8,50.1,0.7901550123756905,-0.6129070536529763
Sphere_new_000850,Sphere,55.5,53.7,0.8241261886220157,0.5664062369248328
Sphere_new_000851,Sphere,131.4,40.0,0.7501110696304594,-0.661311865323652
Sphere_new_000852,Sphere,352.2,33.1,-0.13571557243430504,0.9907478404714435
Sphere_new_000853,Sphere,28.9,36.9,0.4832823832550023,0.8754645270000179
Sphere_new_000854,Sphere,87.9,54.3,0.9993283937786562,0.036643708706556276
Sphere_new_000855,Sphere,166.9,58.9,0.22665130743685516,-0.9739759672790516
Sphere_new_000856,Sphere,116.5,50.4,0.894934361602025,-0.4461978131098088
Sphere_new_000857,Sphere,89.8,70.9,0.9999939076577904,0.0034906514152237985
Sphere_new_000858,Sphere,160.1,55.5,0.3403795502130504,-0.9402881270104189
Sphere_new_000859,Sphere,22.1,52.8,0.37622426313936563,0.9265286308718373
Sphere_new_000860,Sphere,74.7,60.6,0.9645574184577981,0.26387304996537275
Sphere_new_000861,Sphere,158.5,53.9,0.36650122672429714,-0.9304175679820246
Sphere_new_000862,Sphere,194.2,34.9,-0.24530738587880213,-0.969445349895139
Sphere_new_000863,Sphere,14.1,62.5,0.2436150117860225,0.9698720152847468
Sphere_new_000864,Sphere,270.6,68.9,-0.9999451693655121,0.010471784116245846
Sphere_new_000865,Sphere,323.5,53.1,-0.594822786751341,0.8038568606172175
Sphere_new_000866,Sphere,149.2,35.9,0.5120428648705719,-0.8589598969306642
Sphere_new_000867,Sphere,293.7,35.8,-0.9156625933395611,0.40194777665596
Sphere_new_000868,Sphere,4.6,45.2,0.08019892432885892,0.9967788784562471
Sphere_new_000869,Sphere,59.1,71.2,0.8580649057236446,0.5135412520581701
Sphere_new_000870,Sphere,98.3,38.3,0.9895257890689695,-0.14435620100097324
Sphere_new_000871,Sphere,220.6,32.3,-0.6507742172658507,-0.759271307334881
Sphere_new_000872,Sphere,85.6,74.2,0.9970527522269202,0.07671902812681881
Sphere_new_000873,Sphere,123.8,69.7,0.8309844692743282,-0.5562956155003048
Sphere_new_000874,Sphere,132.5,32.8,0.7372773368101241,-0.6755902076156602
Sphere_new_000875,Sphere,145.2,68.5,0.5707135676844317,-0.821149209133704
Sphere_new_000876,Sphere,109.2,36.2,0.9443763702374811,-0.3288666467385832
Sphere_new_000877,Sphere,227.3,32.4,-0.7349145951499599,-0.6781596698680706
Sphere_new_000878,Sphere,48.9,31.0,0.7535633923016378,0.6573752457940958
Sphere_new_000879,Sphere,148.1,39.2,0.5284383347223472,-0.8489716876291414
Sphere_new_000880,Sphere,344.6,31.9,-0.2655561174868083,0.9640954042341102
Sphere_new_000881,Sphere,125.9,59.8,0.810041640445796,-0.5863723567357894
Sphere_new_000882,Sphere,147.0,49.9,0.5446390350150273,-0.8386705679454239
Sphere_new_000883,Sphere,92.1,32.8,0.9993283937786562,-0.03664370870655615
Sphere_new_000884,Sphere,127.4,37.4,0.794414620535418,-0.6073758397232868
Sphere_new_000885,Sphere,22.6,49.3,0.38429532265980376,0.9232102171129809
Sphere_new_000886,Sphere,300.8,44.5,-0.8589598969306643,0.5120428648705716
Sphere_new_000887,Sphere,310.2,37.2,-0.7637960286346424,0.6454576877239503
Sphere_new_000888,Sphere,132.4,43.8,0.7384553406258838,-0.6743023875837234
Sphere_new_000889,Sphere,290.8,57.3,-0.9348256763960143,0.3551069624081373
Sphere_new_000890,Sphere,338.6,35.0,-0.3648767843376198,0.9310558158625283
Sphere_new_000891,Sphere,244.6,67.9,-0.9033352928633007,-0.428935133403146
Sphere_new_000892,Sphere,212.7,66.2,-0.5402403204776549,-0.8415107819453063
Sphere_new_000893,Sphere,255.2,32.6,-0.9668233886044594,-0.2554457579357906
Sphere_new_000894,Sphere,234.7,40.0,-0.8161375900801602,-0.5778576243835054
Sphere_new_000895,Sphere,346.7,68.7,-0.23004973718810443,0.9731788727770883
Sphere_new_000896,Sphere,97.6,60.9,0.9912155402515417,-0.13225639025712235
Sphere_new_000897,Sphere,59.0,63.5,0.8571673007021123,0.5150380749100542
Sphere_new_000898,Sphere,125.7,36.3,0.8120835268918064,-0.5835412113561174
Sphere_new_000899,Sphere,97.0,41.8,0.9925461516413221,-0.12186934340514737
Sphere_new_000900,Sphere,235.3,30.5,-0.8221440410307376,-0.569279523430844
Sphere_new_000901,Sphere,348.4,72.7,-0.20107792114596473,0.9795752495993441
Sphere_new_000902,Sphere,348.4,41.2,-0.20107792114596473,0.9795752495993441
Sphere_new_000903,Sphere,264.5,30.6,-0.9953961983671787,-0.09584575252022441
Sphere_new_000904,Sphere,337.8,36.0,-0.3778407868184672,0.9258705848099947
Sphere_new_000905,Sphere,226.8,38.1,-0.7289686274214116,-0.6845471059286886
Sphere_new_000906,Sphere,353.2,72.8,-0.1184039683065009,0.9929655081065369
Sphere_new_000907,Sphere,243.2,50.1,-0.8925858184521253,-0.4508775406894311
Sphere_new_000908,Sphere,322.7,42.3,-0.6059884002657115,0.7954734808548956
Sphere_new_000909,Sphere,178.4,69.1,0.02792163872356904,-0.9996101150403544
Sphere_new_000910,Sphere,75.2,50.3,0.9668233886044594,0.2554457579357905
Sphere_new_000911,Sphere,338.5,72.7,-0.36650122672429725,0.9304175679820246
Sphere_new_000912,Sphere,292.6,54.2,-0.9232102171129809,0.3842953226598039
Sphere_new_000913,Sphere,299.0,53.2,-0.8746197071393956,0.4848096202463373
Sphere_new_000914,Sphere,68.4,52.2,0.9297764858882515,0.36812455268467786
Sphere_new_000915,Sphere,147.5,67.0,0.5372996083468238,-0.8433914458128857
Sphere_new_000916,Sphere,308.6,37.6,-0.7815204724188184,0.6238795967093866
Sphere_new_000917,Sphere,292.4,71.6,-0.9245460336123134,0.38107037635027363
Sphere_new_000918,Sphere,313.2,74.9,-0.7289686274214116,0.6845471059286886
Sphere_new_000919,Sphere,283.8,59.2,-0.9711342799096361,0.2385334575785808
Sphere_new_000920,Sphere,154.8,52.4,0.4257792915650725,-0.9048270524660196
Sphere_new_000921,Sphere,63.7,30.6,0.8964864303834406,0.4430711908241796
Sphere_new_000922,Sphere,192.5,55.0,-0.21643961393810293,-0.9762960071199334
Sphere_new_000923,Sphere,163.9,69.2,0.27731465330237776,-0.9607791541575942
Sphere_new_000924,Sphere,240.6,47.6,-0.8712138111201894,-0.49090375361514105
Sphere_new_000925,Sphere,0.7,74.2,0.012217000835247169,0.999925369660452
Sphere_new_000926,Sphere,155.6,70.9,0.413104429824542,-0.910683660806177
Sphere_new_000927,Sphere,252.8,72.6,-0.9552783621223436,-0.2957080500440468
Sphere_new_000928,Sphere,89.8,41.8,0.9999939076577904,0.0034906514152237985
Sphere_new_000929,Sphere,96.1,37.3,0.9943379441332046,-0.10626407133623318
Sphere_new_000930,Sphere,166.9,70.5,0.22665130743685516,-0.9739759672790516
Sphere_new_000931,Sphere,271.1,59.2,-0.9998157121216442,0.019197442399690064
Sphere_new_000932,Sphere,350.4,65.5,-0.16676874671610273,0.9859960370705049
Sphere_new_000933,Sphere,36.7,53.4,0.5976251469755212,0.801775644243754
Sphere_new_000934,Sphere,341.6,42.7,-0.3156490369471023,0.9488760116444966
Sphere_new_000935,Sphere,356.9,49.3,-0.05407881298477572,0.9985366703262117
Sphere_new_000936,Sphere,46.5,63.1,0.7253743710122876,0.688354575693754
Sphere_new_000937,Sphere,6.0,44.3,0.10452846326765347,0.9945218953682733
Sphere_new_000938,Sphere,188.3,42.9,-0.1443562010009734,-0.9895257890689694
Sphere_new_000939,Sphere,248.7,74.9,-0.9316912275855489,-0.36325123047297847
Sphere_new_000940,Sphere,182.6,73.3,-0.0453629881292535,-0.9989705697907147
Sphere_new_000941,Sphere,125.7,47.8,0.8120835268918064,-0.5835412113561174
Sphere_new_000942,Sphere,153.7,37.1,0.44307119082418006,-0.8964864303834403
Sphere_new_000943,Sphere,277.7,53.3,-0.9909831997148364,0.13398618541829152
Sphere_new_000944,Sphere,215.7,32.0,-0.5835412113561173,-0.8120835268918064
Sphere_new_000945,Sphere,285.1,34.8,-0.965472630879225,0.2605045086426486
Sphere_new_000946,Sphere,334.8,57.8,-0.4257792915650722,0.9048270524660197
Sphere_new_000947,Sphere,161.7,33.1,0.31399245596740516,-0.9494254776419038
Sphere_new_000948,Sphere,125.5,58.0,0.8141155183563192,-0.5807029557109398
Sphere_new_000949,Sphere,31.0,74.4,0.5150380749100542,0.8571673007021123
Sphere_new_000950,Sphere,156.4,73.6,0.40034903255689475,-0.9163627295622396
Sphere_new_000951,Sphere,183.9,71.3,-0.06801529066524825,-0.9976842788356053
Sphere_new_000952,Sphere,12.2,30.2,0.21132479645538865,0.9774158942860959
Sphere_new_000953,Sphere,136.9,61.3,0.6832737736807991,-0.7301622766207524
Sphere_new_000954,Sphere,174.3,49.2,0.09931974974363872,-0.9950555699612263
Sphere_new_000955,Sphere,278.5,32.7,-0.9890158633619168,0.14780941112961096
Sphere_new_000956,Sphere,351.0,37.6,-0.15643446504023112,0.9876883405951377
Sphere_new_000957,Sphere,108.0,41.3,0.9510565162951536,-0.30901699437494734
Sphere_new_000958,Sphere,218.1,30.2,-0.6170358751407485,-0.7869350219613375
Sphere_new_000959,Sphere,299.7,57.3,-0.8686315144381915,0.49545866843240716
Sphere_new_000960,Sphere,16.4,32.4,0.2823414568428764,0.9593139745400575
Sphere_new_000961,Sphere,94.0,73.6,0.9975640502598242,-0.06975647374412533
Sphere_new_000962,Sphere,168.9,67.6,0.1925219665259075,-0.9812926639922451
Sphere_new_000963,Sphere,322.3,69.8,-0.6115270401858313,0.7912235329674899
Sphere_new_000964,Sphere,276.4,58.1,-0.9937679191605965,0.11146893220632456
Sphere_new_000965,Sphere,119.8,53.9,0.8677654533689284,-0.4969739610275553
Sphere_new_000966,Sphere,60.5,67.3,0.8703556959398997,0.4924235601034671
Sphere_new_000967,Sphere,189.0,73.6,-0.15643446504023073,-0.9876883405951378
Sphere_new_000968,Sphere,294.4,70.2,-0.9106836608061771,0.4131044298245417
Sphere_new_000969,Sphere,77.2,45.3,0.9751493543055633,0.22154849761946724
Sphere_new_000970,Sphere,117.0,38.5,0.8910065241883679,-0.4539904997395467
Sphere_new_000971,Sphere,127.7,40.8,0.7912235329674902,-0.611527040185831
Sphere_new_000972,Sphere,201.2,51.7,-0.36162457008209226,-0.9323238012155122
Sphere_new_000973,Sphere,118.8,45.4,0.8763066800438637,-0.48175367410171505
Sphere_new_000974,Sphere,125.0,40.5,0.8191520442889917,-0.5735764363510462
Sphere_new_000975,Sphere,185.6,54.6,-0.09758289975914948,-0.9952273999818312
Sphere_new_000976,Sphere,251.6,38.2,-0.9488760116444966,-0.3156490369471022
Sphere_new_000977,Sphere,80.9,48.6,0.9874138067509114,0.1581580672544835
Sphere_new_000978,Sphere,256.5,33.6,-0.9723699203976767,-0.23344536385590514
Sphere_new_000979,Sphere,202.9,53.1,-0.3891239501402061,-0.9211854055657213
Sphere_new_000980,Sphere,238.8,39.0,-0.8553642601605066,-0.5180270093731303
Sphere_new_000981,Sphere,210.4,64.6,-0.506033764121164,-0.8625136692072574
Sphere_new_000982,Sphere,274.4,62.7,-0.9970527522269202,0.07671902812681812
Sphere_new_000983,Sphere,184.8,70.8,-0.08367784333231548,-0.9964928592495044
Sphere_new_000984,Sphere,52.1,56.8,0.7890840848346907,0.6142852000989432
Sphere_new_000985,Sphere,340.9,51.7,-0.3272178989791047,0.9449489121575306
Sphere_new_000986,Sphere,132.6,57.2,0.7360970871197344,-0.6768759696826606
Sphere_new_000987,Sphere,241.0,39.0,-0.874619707139396,-0.48480962024633684
Sphere_new_000988,Sphere,193.1,68.9,-0.2266513074368549,-0.9739759672790517
Sphere_new_000989,Sphere,129.8,38.6,0.7682835235935233,-0.6401096994849557
Sphere_new_000990,Sphere,190.4,44.3,-0.1805191452505601,-0.9835714708133859
Sphere_new_000991,Sphere,274.4,70.8,-0.9970527522269202,0.07671902812681812
Sphere_new_000992,Sphere,254.8,53.9,-0.9650164944723115,-0.2621891786408644
